userId,moviename1,moviename2,moviename3,moviename4,moviename5,moviename6,moviename7,moviename8,moviename9,moviename10,moviename11,moviename12,moviename13,moviename14,moviename15,moviename16,moviename17,moviename18,moviename19,moviename20
378,"Matrix, The (1999)",Forrest Gump (1994),Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)",Star Wars: Episode V - The Empire Strikes Back (1980),Saving Private Ryan (1998),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Seven (a.k.a. Se7en) (1995),American Beauty (1999),Braveheart (1995),Gladiator (2000),Shrek (2001),"Sixth Sense, The (1999)",Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),Fargo (1996),Finding Nemo (2003),Kill Bill: Vol. 1 (2003),Eternal Sunshine of the Spotless Mind (2004)
379,"Silence of the Lambs, The (1991)",Aladdin (1992),"Usual Suspects, The (1995)",Beauty and the Beast (1991),Toy Story (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"Matrix, The (1999)",GoldenEye (1995),Independence Day (a.k.a. ID4) (1996),Star Wars: Episode IV - A New Hope (1977),Star Trek: Generations (1994),Dumb & Dumber (Dumb and Dumber) (1994),Mission: Impossible (1996),Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),Quiz Show (1994),Fargo (1996),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fight Club (1999)
380,Schindler's List (1993),American Beauty (1999),Apollo 13 (1995),Good Will Hunting (1997),American History X (1998),Eternal Sunshine of the Spotless Mind (2004),"Beautiful Mind, A (2001)",Dances with Wolves (1990),"Departed, The (2006)","Green Mile, The (1999)","Clockwork Orange, A (1971)","Amelie (Fabuleux destin d'Am¨¦lie Poulain, Le) (2001)","Breakfast Club, The (1985)",Office Space (1999),Trainspotting (1996),There's Something About Mary (1998),Pretty Woman (1990),"O Brother, Where Art Thou? (2000)",Requiem for a Dream (2000),Rain Man (1988)
381,Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Braveheart (1995),Schindler's List (1993),American Beauty (1999),Saving Private Ryan (1998),"Godfather, The (1972)",Gladiator (2000),"Dark Knight, The (2008)",Kill Bill: Vol. 1 (2003),Batman (1989),Inception (2010),Alien (1979),Reservoir Dogs (1992),Dances with Wolves (1990),Kill Bill: Vol. 2 (2004),L¨¦on: The Professional (a.k.a. The Professional) (L¨¦on) (1994),"Green Mile, The (1999)",One Flew Over the Cuckoo's Nest (1975),Goodfellas (1990)
382,Braveheart (1995),Terminator 2: Judgment Day (1991),Jurassic Park (1993),Seven (a.k.a. Se7en) (1995),American Beauty (1999),Shrek (2001),Gladiator (2000),"Sixth Sense, The (1999)",Back to the Future (1985),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Fargo (1996),"Lion King, The (1994)",Finding Nemo (2003),Indiana Jones and the Last Crusade (1989),Good Will Hunting (1997),"Fugitive, The (1993)",Independence Day (a.k.a. ID4) (1996),Kill Bill: Vol. 1 (2003),Die Hard (1988),"Incredibles, The (2004)"
383,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)","Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Schindler's List (1993),American Beauty (1999),Braveheart (1995),Star Wars: Episode VI - Return of the Jedi (1983),Jurassic Park (1993),Terminator 2: Judgment Day (1991),Saving Private Ryan (1998),Fight Club (1999),"Usual Suspects, The (1995)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Godfather, The (1972)",Toy Story (1995),"Fugitive, The (1993)",Back to the Future (1985)
384,Forrest Gump (1994),"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)","Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Braveheart (1995),Terminator 2: Judgment Day (1991),Star Wars: Episode V - The Empire Strikes Back (1980),"Usual Suspects, The (1995)",Schindler's List (1993),Seven (a.k.a. Se7en) (1995),American Beauty (1999),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),"Godfather, The (1972)",Apollo 13 (1995),"Sixth Sense, The (1999)",Fargo (1996),Toy Story (1995)
385,Braveheart (1995),"Matrix, The (1999)",Schindler's List (1993),Seven (a.k.a. Se7en) (1995),Saving Private Ryan (1998),Fight Club (1999),American Beauty (1999),Speed (1994),Mission: Impossible (1996),"Sixth Sense, The (1999)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Alien (1979),Die Hard: With a Vengeance (1995),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Stargate (1994),Men in Black (a.k.a. MIB) (1997),Gladiator (2000),Babe (1995),Reservoir Dogs (1992)
386,Forrest Gump (1994),Apollo 13 (1995),Schindler's List (1993),Aladdin (1992),"Lion King, The (1994)",Star Wars: Episode IV - A New Hope (1977),Toy Story (1995),"Matrix, The (1999)",Ace Ventura: Pet Detective (1994),Beauty and the Beast (1991),"Firm, The (1993)",Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode VI - Return of the Jedi (1983),Mrs. Doubtfire (1993),Interview with the Vampire: The Vampire Chronicles (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Fight Club (1999),"Godfather, The (1972)",Saving Private Ryan (1998),Dumb & Dumber (Dumb and Dumber) (1994)
387,Schindler's List (1993),Saving Private Ryan (1998),Toy Story (1995),"Lord of the Rings: The Two Towers, The (2002)","Lord of the Rings: The Return of the King, The (2003)","Fugitive, The (1993)",Apollo 13 (1995),Shrek (2001),Men in Black (a.k.a. MIB) (1997),Eternal Sunshine of the Spotless Mind (2004),"Dark Knight, The (2008)",Speed (1994),Finding Nemo (2003),X-Men (2000),"Monsters, Inc. (2001)","Incredibles, The (2004)","Green Mile, The (1999)",Spider-Man (2002),Inception (2010),Star Wars: Episode I - The Phantom Menace (1999)
388,"Matrix, The (1999)",Forrest Gump (1994),"Shawshank Redemption, The (1994)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)",Star Wars: Episode IV - A New Hope (1977),"Lord of the Rings: The Two Towers, The (2002)","Monsters, Inc. (2001)",Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Incredibles, The (2004)",Fight Club (1999),Star Wars: Episode V - The Empire Strikes Back (1980),Pulp Fiction (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Toy Story (1995),Star Wars: Episode VI - Return of the Jedi (1983),Back to the Future (1985),"Silence of the Lambs, The (1991)","Sixth Sense, The (1999)",Ocean's Eleven (2001)
389,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),Braveheart (1995),"Silence of the Lambs, The (1991)",Jurassic Park (1993),Terminator 2: Judgment Day (1991),Star Wars: Episode VI - Return of the Jedi (1983),Fargo (1996),"Fugitive, The (1993)",Apollo 13 (1995),Willy Wonka & the Chocolate Factory (1971),Star Wars: Episode V - The Empire Strikes Back (1980),Seven (a.k.a. Se7en) (1995),"Matrix, The (1999)","Usual Suspects, The (1995)",Schindler's List (1993),True Lies (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Batman (1989)
390,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),Forrest Gump (1994),"Silence of the Lambs, The (1991)","Lord of the Rings: The Fellowship of the Ring, The (2001)",Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)","Godfather, The (1972)",Seven (a.k.a. Se7en) (1995),Star Wars: Episode V - The Empire Strikes Back (1980),Saving Private Ryan (1998),"Sixth Sense, The (1999)",Fargo (1996),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Shrek (2001),Star Wars: Episode VI - Return of the Jedi (1983),Terminator 2: Judgment Day (1991),Inception (2010)
391,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Aladdin (1992),"Lion King, The (1994)",Dances with Wolves (1990),American History X (1998),Eternal Sunshine of the Spotless Mind (2004),"Dark Knight, The (2008)",Kill Bill: Vol. 1 (2003),Finding Nemo (2003),Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Green Mile, The (1999)","Mask, The (1994)",Minority Report (2002),Titanic (1997),Inception (2010),Pretty Woman (1990),Willy Wonka & the Chocolate Factory (1971),"Incredibles, The (2004)"
392,"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Pulp Fiction (1994),"Shawshank Redemption, The (1994)",Fight Club (1999),"Godfather, The (1972)",Forrest Gump (1994),Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)",Star Wars: Episode VI - Return of the Jedi (1983),"Usual Suspects, The (1995)",Saving Private Ryan (1998),"Sixth Sense, The (1999)",Fargo (1996),Back to the Future (1985),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Schindler's List (1993),Terminator 2: Judgment Day (1991),Gladiator (2000),Jurassic Park (1993)
393,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)",Star Wars: Episode VI - Return of the Jedi (1983),Saving Private Ryan (1998),American Beauty (1999),"Godfather, The (1972)",Shrek (2001),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Schindler's List (1993),"Sixth Sense, The (1999)",Eternal Sunshine of the Spotless Mind (2004),"Incredibles, The (2004)",Finding Nemo (2003),Back to the Future (1985),Jurassic Park (1993)
394,"Shawshank Redemption, The (1994)",Pulp Fiction (1994),"Silence of the Lambs, The (1991)",Terminator 2: Judgment Day (1991),Seven (a.k.a. Se7en) (1995),Schindler's List (1993),"Lion King, The (1994)",Speed (1994),Die Hard: With a Vengeance (1995),Clear and Present Danger (1994),Crimson Tide (1995),Toy Story (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Outbreak (1995),"Matrix, The (1999)",Star Wars: Episode IV - A New Hope (1977),Mrs. Doubtfire (1993),Independence Day (a.k.a. ID4) (1996),GoldenEye (1995),Interview with the Vampire: The Vampire Chronicles (1994)
395,"Shawshank Redemption, The (1994)","Silence of the Lambs, The (1991)","Fugitive, The (1993)",Apollo 13 (1995),Seven (a.k.a. Se7en) (1995),Toy Story (1995),Clear and Present Danger (1994),Ace Ventura: Pet Detective (1994),"Usual Suspects, The (1995)",Crimson Tide (1995),Independence Day (a.k.a. ID4) (1996),Batman Forever (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Star Wars: Episode IV - A New Hope (1977),"Firm, The (1993)","Matrix, The (1999)",Outbreak (1995),Interview with the Vampire: The Vampire Chronicles (1994),Cliffhanger (1993),Ghost (1990)
396,Forrest Gump (1994),Pulp Fiction (1994),"Matrix, The (1999)","Silence of the Lambs, The (1991)",Fight Club (1999),Star Wars: Episode IV - A New Hope (1977),Schindler's List (1993),Braveheart (1995),American Beauty (1999),Star Wars: Episode V - The Empire Strikes Back (1980),"Godfather, The (1972)",Seven (a.k.a. Se7en) (1995),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Terminator 2: Judgment Day (1991),Jurassic Park (1993),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Fargo (1996),Star Wars: Episode VI - Return of the Jedi (1983),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
397,Pulp Fiction (1994),"Godfather, The (1972)",American Beauty (1999),Fargo (1996),"Silence of the Lambs, The (1991)",One Flew Over the Cuckoo's Nest (1975),"Shawshank Redemption, The (1994)",Fight Club (1999),Taxi Driver (1976),Apocalypse Now (1979),Casablanca (1942),Monty Python and the Holy Grail (1975),"Godfather: Part II, The (1974)",Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)","Matrix, The (1999)",Rear Window (1954),Schindler's List (1993),Forrest Gump (1994),Blade Runner (1982)
398,"Matrix, The (1999)","Shawshank Redemption, The (1994)",Forrest Gump (1994),Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),Pulp Fiction (1994),Star Wars: Episode V - The Empire Strikes Back (1980),"Silence of the Lambs, The (1991)","Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",American Beauty (1999),Schindler's List (1993),"Godfather, The (1972)","Usual Suspects, The (1995)",Star Wars: Episode VI - Return of the Jedi (1983),Fargo (1996),Back to the Future (1985),Memento (2000),Saving Private Ryan (1998)
399,"Shawshank Redemption, The (1994)",Saving Private Ryan (1998),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),"Godfather, The (1972)",Apollo 13 (1995),Fargo (1996),"Fugitive, The (1993)",Memento (2000),"Dark Knight, The (2008)","Lion King, The (1994)",Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Pirates of the Caribbean: The Curse of the Black Pearl (2003),Die Hard (1988),Aladdin (1992),Inception (2010),"Princess Bride, The (1987)",Good Will Hunting (1997),"Terminator, The (1984)",American History X (1998)
400,Schindler's List (1993),Braveheart (1995),Terminator 2: Judgment Day (1991),"Lord of the Rings: The Two Towers, The (2002)",Saving Private Ryan (1998),American Beauty (1999),Jurassic Park (1993),"Sixth Sense, The (1999)",Memento (2000),Toy Story (1995),Apollo 13 (1995),"Fugitive, The (1993)",American History X (1998),Reservoir Dogs (1992),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Indiana Jones and the Last Crusade (1989),Shrek (2001),Good Will Hunting (1997),Independence Day (a.k.a. ID4) (1996),Alien (1979)
401,"Shawshank Redemption, The (1994)","Matrix, The (1999)",Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),Fight Club (1999),"Silence of the Lambs, The (1991)",Star Wars: Episode V - The Empire Strikes Back (1980),"Dark Knight, The (2008)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Schindler's List (1993),Star Wars: Episode VI - Return of the Jedi (1983),Inception (2010),Jurassic Park (1993),Braveheart (1995),Gladiator (2000),Terminator 2: Judgment Day (1991),Memento (2000),"Sixth Sense, The (1999)",Saving Private Ryan (1998),Back to the Future (1985)
402,Forrest Gump (1994),"Shawshank Redemption, The (1994)",Braveheart (1995),Apollo 13 (1995),Dances with Wolves (1990),Batman (1989),Toy Story (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)","Matrix, The (1999)",Mission: Impossible (1996),Beauty and the Beast (1991),Crimson Tide (1995),"Mask, The (1994)",Ace Ventura: Pet Detective (1994),Stargate (1994),GoldenEye (1995),"Firm, The (1993)",Babe (1995)
403,"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Silence of the Lambs, The (1991)","Matrix, The (1999)",Fight Club (1999),"Usual Suspects, The (1995)",Star Wars: Episode IV - A New Hope (1977),Terminator 2: Judgment Day (1991),Star Wars: Episode V - The Empire Strikes Back (1980),Schindler's List (1993),American Beauty (1999),Jurassic Park (1993),"Godfather, The (1972)",Saving Private Ryan (1998),Fargo (1996),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Fugitive, The (1993)",Star Wars: Episode VI - Return of the Jedi (1983),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Apollo 13 (1995)
404,Apollo 13 (1995),Terminator 2: Judgment Day (1991),Batman (1989),"Usual Suspects, The (1995)",Beauty and the Beast (1991),Toy Story (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Ace Ventura: Pet Detective (1994),Batman Forever (1995),Independence Day (a.k.a. ID4) (1996),Star Wars: Episode IV - A New Hope (1977),GoldenEye (1995),"Matrix, The (1999)",Interview with the Vampire: The Vampire Chronicles (1994),Star Trek: Generations (1994),Mission: Impossible (1996),Dumb & Dumber (Dumb and Dumber) (1994),Fargo (1996),Quiz Show (1994),Star Wars: Episode V - The Empire Strikes Back (1980)
405,"Shawshank Redemption, The (1994)",Forrest Gump (1994),"Silence of the Lambs, The (1991)",Star Wars: Episode IV - A New Hope (1977),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),American Beauty (1999),"Godfather, The (1972)",Star Wars: Episode V - The Empire Strikes Back (1980),Schindler's List (1993),"Lord of the Rings: The Fellowship of the Ring, The (2001)",Terminator 2: Judgment Day (1991),Fargo (1996),Saving Private Ryan (1998),"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Two Towers, The (2002)",Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Jurassic Park (1993),Star Wars: Episode VI - Return of the Jedi (1983),"Sixth Sense, The (1999)"
406,Forrest Gump (1994),Aladdin (1992),Beauty and the Beast (1991),"Lion King, The (1994)",Toy Story (1995),"Shawshank Redemption, The (1994)",Jurassic Park (1993),Mrs. Doubtfire (1993),Willy Wonka & the Chocolate Factory (1971),Apollo 13 (1995),Pretty Woman (1990),Star Wars: Episode VI - Return of the Jedi (1983),Pulp Fiction (1994),Star Wars: Episode IV - A New Hope (1977),Snow White and the Seven Dwarfs (1937),Independence Day (a.k.a. ID4) (1996),Back to the Future (1985),Braveheart (1995),Schindler's List (1993),"Silence of the Lambs, The (1991)"
407,"Shawshank Redemption, The (1994)",Forrest Gump (1994),Pulp Fiction (1994),Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Silence of the Lambs, The (1991)",Star Wars: Episode VI - Return of the Jedi (1983),Inception (2010),Gladiator (2000),"Godfather, The (1972)",Schindler's List (1993),Terminator 2: Judgment Day (1991),American Beauty (1999),Braveheart (1995),Memento (2000),"Sixth Sense, The (1999)",Shrek (2001),"Usual Suspects, The (1995)",Seven (a.k.a. Se7en) (1995),Back to the Future (1985),Toy Story (1995)
408,Forrest Gump (1994),Pulp Fiction (1994),Fight Club (1999),"Silence of the Lambs, The (1991)",Saving Private Ryan (1998),Terminator 2: Judgment Day (1991),Braveheart (1995),"Godfather, The (1972)",Schindler's List (1993),"Usual Suspects, The (1995)",American Beauty (1999),Memento (2000),Seven (a.k.a. Se7en) (1995),Jurassic Park (1993),Shrek (2001),Toy Story (1995),Back to the Future (1985),Pirates of the Caribbean: The Curse of the Black Pearl (2003),"Sixth Sense, The (1999)",Kill Bill: Vol. 1 (2003)
